hold_id	pair_id	semantic_identity_id_a	semantic_identity_id_b	cluster_id_a	cluster_id_b	pair_reason_code	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m10a	reopen_trigger	claim_boundary
M9H_226f7a55e685a096	M9PAIR_259d485c6e544d5d	M8SID_a0b46005e544f2a9	M8SID_b2c582967d3dea97	M9CL_b9a650f7e0f5ffc5	M9CL_584563dff9997c98	H_MIXED_INTENT_BOUNDARY	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and Как читать финансовый отчет WILDBERRIES за 5 минут? can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_feb7cf803ff849e2	M9PAIR_b7342ec948ad3581	M8SID_a0b46005e544f2a9	M8SID_b494df2d754aba5f	M9CL_b9a650f7e0f5ffc5	M9CL_f667a169d39bce9d	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and Отчет «География» в разделах «Продавцы» и «Бренды» can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_376a005769ade2ed	M9PAIR_a36239e749f62ec9	M8SID_a0b46005e544f2a9	M8SID_b5ddcf597a798e80	M9CL_b9a650f7e0f5ffc5	M9CL_6950959fa0c762cf	H_NO_BILATERAL_SERP_SAME_TASK	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_fb92008b54d3a06e	M9PAIR_90a971e0eeda17b5	M8SID_a0b46005e544f2a9	M8SID_b5ea13003e4c370e	M9CL_b9a650f7e0f5ffc5	M9CL_2f145a3b5c056ace	H_MIXED_INTENT_BOUNDARY	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and где скачать отчет о выкупах маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_1ec1fd30fe7682bf	M9PAIR_32e82335c5bf661b	M8SID_a0b46005e544f2a9	M8SID_c65a5e24dfdb39bc	M9CL_b9a650f7e0f5ffc5	M9CL_0ac1770f2755faaf	H_MIXED_INTENT_BOUNDARY	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and отчет маркетплейса вайлдберриз can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00032:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_67294414f21b2bad	M9PAIR_e66d6d327a5204dd	M8SID_a0b46005e544f2a9	M8SID_c673d63396e872d3	M9CL_b9a650f7e0f5ffc5	M9CL_896f32bed9216251	H_NO_BILATERAL_SERP_SAME_TASK	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете? can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_c2fd350b3906ba87	M9PAIR_7ac6f8628101eb61	M8SID_a0b46005e544f2a9	M8SID_c6b3851b9dcf0b07	M9CL_b9a650f7e0f5ffc5	M9CL_80cd29d458ea642b	H_MIXED_INTENT_BOUNDARY	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and отчет о списаниях маркетплейс can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00034:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_1091b87cad591691	M9PAIR_9905300b08450a2f	M8SID_a0b46005e544f2a9	M8SID_c8bd772d7a8b9ccb	M9CL_b9a650f7e0f5ffc5	M9CL_ed5c38b4234094c0	H_MIXED_INTENT_BOUNDARY	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and Как сверить отчёты маркетплейсов и найти скрытые удержания can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_34614518a50ae6da	M9PAIR_318c53a8d31246b3	M8SID_a0b46005e544f2a9	M8SID_d9a5cc3e810be381	M9CL_b9a650f7e0f5ffc5	M9CL_c71fcf5e270aecd7	H_ONE_SERP_INSUFFICIENT	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and отчеты для селлеров маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00012:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_c01e74e11d496fde	M9PAIR_7b7ee4098d827e50	M8SID_a0b46005e544f2a9	M8SID_dd5178f08e076841	M9CL_b9a650f7e0f5ffc5	M9CL_d6bd66a1598ad1e3	H_MIXED_INTENT_BOUNDARY	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and Как читать финансовый отчёт Wildberries и сверять итоговую сумму can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_5724d95960e7676b	M9PAIR_35f1654204e70e1d	M8SID_a0b46005e544f2a9	M8SID_def0afbc32106614	M9CL_b9a650f7e0f5ffc5	M9CL_50d7bf9bbe2a0dff	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and Сводный отчёт по продавцу can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_6e4543d9217064dd	M9PAIR_cc2c675816e397a1	M8SID_a0b46005e544f2a9	M8SID_df79f0c3371689ed	M9CL_b9a650f7e0f5ffc5	M9CL_9f80eb481788313c	H_NO_BILATERAL_SERP_SAME_TASK	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and Отчёт о продажах Wildberries: как читать и выгружать can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_61473543da0fdc89	M9PAIR_72b2069fba7a9553	M8SID_a0b46005e544f2a9	M8SID_e10faa73a1384257	M9CL_b9a650f7e0f5ffc5	M9CL_2fa2c003890cd17c	H_MIXED_INTENT_BOUNDARY	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and отчеты для селлеров can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_437e00dde83b8b5b	M9PAIR_d6b5f0f476fdd7ac	M8SID_a0b46005e544f2a9	M8SID_ed858336de500ab2	M9CL_b9a650f7e0f5ffc5	M9CL_2637e53fc435b258	H_NO_BILATERAL_SERP_SAME_TASK	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_3b8bf2bc906a3a94	M9PAIR_ce587be20036c04c	M8SID_a0b46005e544f2a9	M8SID_f326261dec0f180d	M9CL_b9a650f7e0f5ffc5	M9CL_9c53f9a6bb6116b6	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and аналитика показателей продавца can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_7a82f0596b342da2	M9PAIR_70c41f74c888ef8d	M8SID_a0b46005e544f2a9	M8SID_f89f2eed596da6c9	M9CL_b9a650f7e0f5ffc5	M9CL_60ecfdfdf15511dc	H_MIXED_INTENT_BOUNDARY	Whether Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий and как загрузить отчеты маркетплейса can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_84be1e2e7f620714	M9PAIR_efd380626d3c5564	M8SID_a0eeffff2d867dcb	M8SID_a5452022da8e1c54	M9CL_fdfbaa2be042b32a	M9CL_7b0e9f96b0e08782	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and Аналитика Wildberries: отчёты, метрики и дашборды продавца can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_91b96851be7530b7	M9PAIR_1b07e9ce2d5090c3	M8SID_a0eeffff2d867dcb	M8SID_b494df2d754aba5f	M9CL_fdfbaa2be042b32a	M9CL_f667a169d39bce9d	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and Отчет «География» в разделах «Продавцы» и «Бренды» can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_8ef08b39cd23d2ec	M9PAIR_efb51d1f97e112d7	M8SID_a0eeffff2d867dcb	M8SID_b5ea13003e4c370e	M9CL_fdfbaa2be042b32a	M9CL_2f145a3b5c056ace	H_MIXED_INTENT_BOUNDARY	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and где скачать отчет о выкупах маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_0a426a3d0cbae61d	M9PAIR_06e5f2d4b602ea2d	M8SID_a0eeffff2d867dcb	M8SID_c65a5e24dfdb39bc	M9CL_fdfbaa2be042b32a	M9CL_0ac1770f2755faaf	H_MIXED_INTENT_BOUNDARY	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and отчет маркетплейса вайлдберриз can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00032:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_89f199dcd7ce6db9	M9PAIR_381d675463c92941	M8SID_a0eeffff2d867dcb	M8SID_c673d63396e872d3	M9CL_fdfbaa2be042b32a	M9CL_896f32bed9216251	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете? can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_230159270f136082	M9PAIR_9bf70789154ec3cc	M8SID_a0eeffff2d867dcb	M8SID_d9a5cc3e810be381	M9CL_fdfbaa2be042b32a	M9CL_c71fcf5e270aecd7	H_ONE_SERP_INSUFFICIENT	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and отчеты для селлеров маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00012:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_dccd97938dd06380	M9PAIR_c443d4e8ff4972e6	M8SID_a0eeffff2d867dcb	M8SID_def0afbc32106614	M9CL_fdfbaa2be042b32a	M9CL_50d7bf9bbe2a0dff	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and Сводный отчёт по продавцу can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_3be968e088e4e755	M9PAIR_4e1100e5a1a9d8c8	M8SID_a0eeffff2d867dcb	M8SID_df79f0c3371689ed	M9CL_fdfbaa2be042b32a	M9CL_9f80eb481788313c	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and Отчёт о продажах Wildberries: как читать и выгружать can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_449df13bb56acb5c	M9PAIR_7abafc35f7138d72	M8SID_a0eeffff2d867dcb	M8SID_e10faa73a1384257	M9CL_fdfbaa2be042b32a	M9CL_2fa2c003890cd17c	H_MIXED_INTENT_BOUNDARY	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and отчеты для селлеров can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_070c52ea0123e962	M9PAIR_7a01a41b913a6678	M8SID_a0eeffff2d867dcb	M8SID_ed858336de500ab2	M9CL_fdfbaa2be042b32a	M9CL_2637e53fc435b258	H_NO_BILATERAL_SERP_SAME_TASK	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_db2b08cf21fd2ad8	M9PAIR_197bd3abc5ec717b	M8SID_a0eeffff2d867dcb	M8SID_f326261dec0f180d	M9CL_fdfbaa2be042b32a	M9CL_9c53f9a6bb6116b6	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and аналитика показателей продавца can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_e1d7709dce5d7029	M9PAIR_d588f78ecfd2d66e	M8SID_a0eeffff2d867dcb	M8SID_f89f2eed596da6c9	M9CL_fdfbaa2be042b32a	M9CL_60ecfdfdf15511dc	H_MIXED_INTENT_BOUNDARY	Whether Отчёт по возвратам Wildberries: разбор операций и удержаний and как загрузить отчеты маркетплейса can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_b128506df2524323	M9PAIR_d781a38b7c103a41	M8SID_a5452022da8e1c54	M8SID_a7efef13fa5d09dc	M9CL_7b0e9f96b0e08782	M9CL_3197bfc345204378	H_NO_BILATERAL_SERP_SAME_TASK	Whether Аналитика Wildberries: отчёты, метрики и дашборды продавца and ДРР на Wildberries — как рассчитать и оптимизировать can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_53c202cf2215aa2d	M9PAIR_a1e9659fd4ccd6bc	M8SID_a5452022da8e1c54	M8SID_a80ecbe39e0f75b9	M9CL_7b0e9f96b0e08782	M9CL_531649fa74ba4091	H_MIXED_INTENT_BOUNDARY	Whether Аналитика Wildberries: отчёты, метрики и дашборды продавца and Как читать и анализировать финансовый отчёт Wildberries can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_a9096d45ceb73d52	M9PAIR_2bada6a5d734ebd1	M8SID_a5452022da8e1c54	M8SID_b2c582967d3dea97	M9CL_7b0e9f96b0e08782	M9CL_584563dff9997c98	H_MIXED_INTENT_BOUNDARY	Whether Аналитика Wildberries: отчёты, метрики и дашборды продавца and Как читать финансовый отчет WILDBERRIES за 5 минут? can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_a3aba3084a0dcb85	M9PAIR_40e0384c85a184f4	M8SID_a5452022da8e1c54	M8SID_b494df2d754aba5f	M9CL_7b0e9f96b0e08782	M9CL_f667a169d39bce9d	H_GENERIC_SPECIFIC_UNRESOLVED	Whether Аналитика Wildberries: отчёты, метрики и дашборды продавца and Отчет «География» в разделах «Продавцы» и «Бренды» can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
