pair_id	semantic_identity_id_a	semantic_identity_id_b	canonical_text_a	canonical_text_b	preliminary_family_a	preliminary_family_b	user_task_relation	intent_relation	marketplace_scope_relation	product_fit_relation	search_comparability	current_query_id_a	current_query_id_b	exact_url_overlap_top10_count	exact_url_union_top10_count	exact_url_jaccard_top10	exact_url_overlap_top20_count	exact_url_union_top20_count	exact_url_jaccard_top20	domain_overlap_top10_count	domain_union_top10_count	domain_jaccard_top10	result_page_type_relation	search_evidence_refs	evidence_grade	pair_decision	pair_reason_code	rationale	claim_boundary	m10d_effect_summary	m11_owner_compatibility	owner_id_a	owner_id_b	m11_pair_disposition	m11_rationale	m11_evidence_refs
M9PAIR_41a86c139912b8e9	M8SID_0133a113dcbf6889	M8SID_24825275388a8170	Интеграция Ozon Performance и ChatGPT (OpenAI)	нейросеть для работы с маркетплейсами	F2	F4	DIFFERENT	AMBIGUOUS	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRW2Q_003_24825275388a8170	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRW2Q_003_24825275388a8170:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_41a86c139912b8e9 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_025fb996d3da3722	M8SID_0133a113dcbf6889	M8SID_250abbb38cffed7a	Интеграция Ozon Performance и ChatGPT (OpenAI)	Как скачать отчёт о продажах на Wildberries	F2	F3	DIFFERENT	DIFFERENT	DIFFERENT	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRW2Q_012_250abbb38cffed7a	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRW2Q_012_250abbb38cffed7a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_025fb996d3da3722 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_2912a6cacde90b31	M8SID_0133a113dcbf6889	M8SID_26313942bc9cfe04	Интеграция Ozon Performance и ChatGPT (OpenAI)	Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами	F2	F3	DIFFERENT	AMBIGUOUS	DIFFERENT	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_2912a6cacde90b31 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_62c9ca6e5e08fdef	M8SID_0133a113dcbf6889	M8SID_2a1f3b8d04a0da08	Интеграция Ozon Performance и ChatGPT (OpenAI)	Отчёт «Доходы и расходы» Wildberries: как читать и сверять	F2	F3	DIFFERENT	AMBIGUOUS	DIFFERENT	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_62c9ca6e5e08fdef | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_288152da311f30d4	M8SID_0133a113dcbf6889	M8SID_2b25fa19b017655f	Интеграция Ozon Performance и ChatGPT (OpenAI)	Как сверить финансовые отчеты Wildberries?	F2	F3	DIFFERENT	DIFFERENT	DIFFERENT	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRW2Q_013_2b25fa19b017655f	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRW2Q_013_2b25fa19b017655f:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_288152da311f30d4 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_3c8f1d4c95d4a302	M8SID_0133a113dcbf6889	M8SID_3251f136551cd109	Интеграция Ozon Performance и ChatGPT (OpenAI)	ии ассистент для маркетплейсов	F2	F1	DIFFERENT	SAME	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M4QR2Q00026	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M4QR2Q00026:RU225:TOP100	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3c8f1d4c95d4a302 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_c1693a545288be94	M8SID_0133a113dcbf6889	M8SID_352b640652184f81	Интеграция Ozon Performance и ChatGPT (OpenAI)	расширение для аналитики маркетплейсов	F2	F3	DIFFERENT	SAME	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M4QR2Q00041	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M4QR2Q00041:RU225:TOP100	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_c1693a545288be94 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_eb35a48315454450	M8SID_0133a113dcbf6889	M8SID_3584fdc5b76fc551	Интеграция Ozon Performance и ChatGPT (OpenAI)	ии для аналитики маркетплейсов	F2	F3	DIFFERENT	SAME	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M4QR2Q00027	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M4QR2Q00027:RU225:TOP100	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	M11PAGE_aaa90aa723a3694c	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_eb35a48315454450 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_e43ba72f1b4257dd	M8SID_0133a113dcbf6889	M8SID_3a3efaeed3152b7e	Интеграция Ozon Performance и ChatGPT (OpenAI)	ии ассистент для озон	F2	F1	DIFFERENT	SAME	SAME	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRW2Q_011_3a3efaeed3152b7e	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRW2Q_011_3a3efaeed3152b7e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_e43ba72f1b4257dd | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_d91cd4152613b891	M8SID_0133a113dcbf6889	M8SID_3ac8d30877f874f9	Интеграция Ozon Performance и ChatGPT (OpenAI)	сервисы аналитики маркетплейсов топ	F2	F3	DIFFERENT	SAME	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRQ_022_3ac8d30877f874f9	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_022_3ac8d30877f874f9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_d91cd4152613b891 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_165167402552c9c0	M8SID_0133a113dcbf6889	M8SID_3b03ea8b493492c0	Интеграция Ozon Performance и ChatGPT (OpenAI)	Как сквозная аналитика продаж поможет вам больше зарабатывать на маркетплейсах	F2	F3	DIFFERENT	DIFFERENT	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_165167402552c9c0 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_d767115913bceb5d	M8SID_0133a113dcbf6889	M8SID_3b92dfcc2a1d077e	Интеграция Ozon Performance и ChatGPT (OpenAI)	сервис аналитика продаж на маркетплейсах	F2	F3	DIFFERENT	SAME	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRQ_013_3b92dfcc2a1d077e	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_d767115913bceb5d | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_4bdeb6c7741c5db2	M8SID_0133a113dcbf6889	M8SID_3bf57790dda15865	Интеграция Ozon Performance и ChatGPT (OpenAI)	Сверка отчетов с Wildberries	F2	F3	DIFFERENT	AMBIGUOUS	DIFFERENT	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRQ_009_3bf57790dda15865	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_009_3bf57790dda15865:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_4bdeb6c7741c5db2 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_e9688e07bf2d63c2	M8SID_0133a113dcbf6889	M8SID_3e26a6dc912542f5	Интеграция Ozon Performance и ChatGPT (OpenAI)	бесплатный сервис аналитики маркетплейсов	F2	F3	DIFFERENT	SAME	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M9BRQ_014_3e26a6dc912542f5	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M9BRQ_014_3e26a6dc912542f5:RU225:TOP100:ACCEPTED_TOP20_PROJECTION	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_e9688e07bf2d63c2 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_cf32aeb2c87c54d2	M8SID_0133a113dcbf6889	M8SID_3ebb28124694e272	Интеграция Ozon Performance и ChatGPT (OpenAI)	отчеты продаж маркетплейсов	F2	F3	DIFFERENT	SAME	GENERIC_SPECIFIC_COMPATIBLE	COMPATIBLE	ONE_CURRENT_SERP	NONE	M4QR2Q00036	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	M4QR2Q00036:RU225:TOP100	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_TASK_DIFFERENT	Accepted M8/M9 task signatures require distinct satisfaction jobs; Search URLs do not override different tasks. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_cf32aeb2c87c54d2 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
M9PAIR_b2afc5e239599b60	M8SID_0133a113dcbf6889	M8SID_400f6c28e9d7fc9b	Интеграция Ozon Performance и ChatGPT (OpenAI)	Интеграция Claude AI (Anthropic) и Ozon Seller	F2	F2	SAME	SAME	SAME	DIFFERENT	NO_CURRENT_SERP	NONE	NONE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	NO_CURRENT_EXACT_SERP	C_NON_SERP_TASK_SPLIT	SPLIT_SUPPORTED	S_PRODUCT_ANSWER_DIFFERENT	Accepted product-fit answer/capability boundary requires separate satisfaction. Search visibility is not Wordstat demand; no page owner assigned.	Current exact RU225 Top10/Top20 URL/domain sets only where bilateral; M4A page type only from frozen R2 relation. No Alice, demand inference or page owner.	NONE_NO_TARGETED_M10D_OBSERVATION	NOT_APPLICABLE_HOLD_OWNER	NONE_HOLD	NONE_HOLD	NON_OWNER_PAIR	At least one M9 cluster has HOLD_NO_FINAL_OWNER; M9 SPLIT_SUPPORTED remains immutable; no page-owner compatibility verdict is inferred for an unassigned endpoint.	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_b2afc5e239599b60 | NON_MATERIAL_M9_PAIR | NO_TARGETED_M10D_EFFECT
