cluster_id	cluster_state	member_count	member_semantic_identity_ids	canonical_cluster_label	primary_user_job	intent_primary	intent_mixed_notes	marketplace_scope	product_fit_boundary	search_anchor_identity_ids	exact_serp_member_count	pairwise_merge_count	external_material_hold_count	serp_evidence_summary	exact_url_overlap_summary	result_page_type_expectation	merge_rationale	split_boundary_rationale	cannibalization_risk	ambiguity_hold	hold_reopen_rule	upstream_m8_refs	search_evidence_refs	claim_boundary
M9CL_c01618f4f985c5a6	HOLD_CLUSTER_BOUNDARY	1	M8SID_c9ca51837b06e207	Отчёт «Поисковые запросы на WB»	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	21	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	21 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_c9ca51837b06e207	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_ed2d7aae5a2e620a	HOLD_CLUSTER_BOUNDARY	1	M8SID_c9cbb3939920b7ee	сервис аналитики маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_c9cbb3939920b7ee	1	0	24	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 1 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	24 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_c9cbb3939920b7ee	M4QR2Q00042:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_32544b5109994d76	HOLD_CLUSTER_BOUNDARY	1	M8SID_ce5c460b3a2124bb	Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	23	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	23 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_ce5c460b3a2124bb	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_3fa365944fd8b8fa	HOLD_CLUSTER_BOUNDARY	1	M8SID_ce7224790a6414bc	Аналитика Wildberries: ТОП показателей и инструментов	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	25	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	25 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_ce7224790a6414bc	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_086ce4445a21d4fd	HOLD_CLUSTER_BOUNDARY	1	M8SID_d0cfc29dc443bd98	ии агент для озон	Find a suitable AI assistant for Ozon/WB seller work through an owned web AI	COMMERCIAL_INVESTIGATION	NONE	OZON	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_d0cfc29dc443bd98	1	0	9	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	9 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_d0cfc29dc443bd98	M4QR2Q00007:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_da3ff89bebbefd96	HOLD_CLUSTER_BOUNDARY	1	M8SID_d7ea4f8099802690	Интеграция ChatGPT (OpenAI) и Wildberries	Connect own web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	4	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	4 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_d7ea4f8099802690	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_c71fcf5e270aecd7	HOLD_CLUSTER_BOUNDARY	1	M8SID_d9a5cc3e810be381	отчеты для селлеров маркетплейсов	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_d9a5cc3e810be381	1	0	60	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	60 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_d9a5cc3e810be381	M4QR2Q00012:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_d6bd66a1598ad1e3	HOLD_CLUSTER_BOUNDARY	1	M8SID_dd5178f08e076841	Как читать финансовый отчёт Wildberries и сверять итоговую сумму	Read and interpret available seller-owned marketplace reports and metrics	INFORMATIONAL	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	28	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	28 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_dd5178f08e076841	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_50d7bf9bbe2a0dff	HOLD_CLUSTER_BOUNDARY	1	M8SID_def0afbc32106614	Сводный отчёт по продавцу	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	UNSPECIFIED	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	60	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	60 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_def0afbc32106614	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_9f80eb481788313c	HOLD_CLUSTER_BOUNDARY	1	M8SID_df79f0c3371689ed	Отчёт о продажах Wildberries: как читать и выгружать	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	48	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	48 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_df79f0c3371689ed	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_b89a6fbc6bd8bb18	HOLD_CLUSTER_BOUNDARY	1	M8SID_e008cf0c1b28b363	аналитика маркетплейсов с ии	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_e008cf0c1b28b363	1	0	39	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 2 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	39 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_e008cf0c1b28b363	M9BRQ_007_e008cf0c1b28b363:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_2fa2c003890cd17c	HOLD_CLUSTER_BOUNDARY	1	M8SID_e10faa73a1384257	отчеты для селлеров	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	UNSPECIFIED	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_e10faa73a1384257	1	0	45	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 1 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	45 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_e10faa73a1384257	M9BRQ_004_e10faa73a1384257:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_f6913258126ccd8e	HOLD_CLUSTER_BOUNDARY	1	M8SID_eaab889abab5ccd5	ии для работы с маркетплейсами	Get help understanding daily seller operations from permitted data	MIXED	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_eaab889abab5ccd5	1	0	13	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 1 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	13 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_eaab889abab5ccd5	M9BRW2Q_004_eaab889abab5ccd5:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_e8b266b549420d15	HOLD_CLUSTER_BOUNDARY	1	M8SID_ed13eac8643c4ddc	Интеграция Gemini AI и Ozon Seller	Connect own web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	NONE	OZON	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	1	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	1 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_ed13eac8643c4ddc	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_2637e53fc435b258	HOLD_CLUSTER_BOUNDARY	1	M8SID_ed858336de500ab2	Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	57	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	57 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_ed858336de500ab2	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_88cb2602f75e6f48	HOLD_CLUSTER_BOUNDARY	1	M8SID_ee6b9436900836db	отчет маркетплейса озон	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	OZON	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_ee6b9436900836db	1	0	22	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	22 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_ee6b9436900836db	M4QR2Q00033:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_c8ef71d4b04d08cf	HOLD_CLUSTER_BOUNDARY	1	M8SID_f1b688e71eecda16	программы аналитика маркетплейсов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_f1b688e71eecda16	1	0	24	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 1 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	24 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_f1b688e71eecda16	M9BRQ_020_f1b688e71eecda16:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_9c53f9a6bb6116b6	HOLD_CLUSTER_BOUNDARY	1	M8SID_f326261dec0f180d	аналитика показателей продавца	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	UNSPECIFIED	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_f326261dec0f180d	1	0	60	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	60 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_f326261dec0f180d	M9BRQ_001_f326261dec0f180d:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_e5b4c116e46d3dab	HOLD_CLUSTER_BOUNDARY	1	M8SID_f56a9426dbf7f0a2	сервис аналитика маркетплейсов бесплатно	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_f56a9426dbf7f0a2	1	0	24	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 1 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	24 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_f56a9426dbf7f0a2	M9BRQ_021_f56a9426dbf7f0a2:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_c1642637b2afc063	HOLD_CLUSTER_BOUNDARY	1	M8SID_f5fd17b7b76a574d	ДРР на Wildberries и Ozon: что это, формула и какая норма	Inspect seller-owned advertising reports and explain observed metrics	MIXED	NONE	BOTH	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	21	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	21 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_f5fd17b7b76a574d	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_60ecfdfdf15511dc	HOLD_CLUSTER_BOUNDARY	1	M8SID_f89f2eed596da6c9	как загрузить отчеты маркетплейса	Inspect and understand seller-owned sales and report data with an owned AI	INFORMATIONAL	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_f89f2eed596da6c9	1	0	41	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	41 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_f89f2eed596da6c9	M9BRW2Q_009_f89f2eed596da6c9:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_ad507c7fc3cfea7a	HOLD_CLUSTER_BOUNDARY	1	M8SID_fb4d67f1c380d11c	аналитика маркетплейсов топ сервисов	Inspect and understand seller-owned sales and report data with an owned AI	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_fb4d67f1c380d11c	1	0	17	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 4 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	17 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_fb4d67f1c380d11c	M9BRW2Q_002_fb4d67f1c380d11c:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_3a8d523d2578edae	HOLD_CLUSTER_BOUNDARY	1	M8SID_fd88d7d9e3b2e406	chatgpt для маркетплейсов	Connect an owned web AI to permitted Ozon/WB seller data	COMMERCIAL_INVESTIGATION	NONE	GENERIC	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	M8SID_fd88d7d9e3b2e406	1	0	5	1 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 1 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	5 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_fd88d7d9e3b2e406	M4QR2Q00016:RU225:TOP100	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
M9CL_1590e99dd5f53a49	HOLD_CLUSTER_BOUNDARY	1	M8SID_fec20a96bbee4f45	Статистика и аналитика продаж на Wildberries	Read and interpret available seller-owned marketplace reports and metrics	MIXED	NONE	WILDBERRIES	SUPPORTED_WITH_BOUNDARY; seller-owned permitted data, read-only and no unsupported write-back	NONE	0	0	29	0 accepted current exact RU225 Search anchor(s); 22 M4Q and 25 Wave1 sources remain distinct.	NO_INTRA_PAIR; NA_NOT_COMPARABLE	NA_NOT_AUTHORIZED	0 fully supported intra pair(s); 0 positive external pair(s) remain in pair evidence.	Other supported splits remain in complete pair evidence; absent Search never automatically implies split.	UNRESOLVED_POTENTIAL_OVERLAP	29 external material unresolved boundary pair(s)	Resolve exact residual pair boundary with accepted same-context Search or distinct task/product authority; rerun all 5356 pairs	M8SID_fec20a96bbee4f45	NO_CURRENT_EXACT_SERP	Search-only M9 cluster status, not final page ownership, URL, H1, Title, IA or Alice evidence.
