hold_id	pair_id	semantic_identity_id_a	semantic_identity_id_b	cluster_id_a	cluster_id_b	pair_reason_code	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m10a	reopen_trigger	claim_boundary
M9HOLD_01190	M9PAIR_d6d39990d9bd7773	M8SID_26313942bc9cfe04	M8SID_c4d7f4ca514dc5fd	M9CL_279f4d817e7dce07	M9CL_3e9cae524f2ba50c	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами' and 'ии анализ продаж маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_006_c4d7f4ca514dc5fd:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01191	M9PAIR_d7518f83001f5893	M8SID_7c14f16157d077b9	M8SID_81a0551c95b1343e	M9CL_9ef9d5ed87d0b015	M9CL_ffefa36c3120e974	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Отчёт по рекламе Wildberries: где смотреть и как анализировать' and 'Отчет по операциям с маркетплейса' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01192	M9PAIR_d781a38b7c103a41	M8SID_a5452022da8e1c54	M8SID_a7efef13fa5d09dc	M9CL_7b0e9f96b0e08782	M9CL_3197bfc345204378	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Аналитика Wildberries: отчёты, метрики и дашборды продавца' and 'ДРР на Wildberries — как рассчитать и оптимизировать' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01193	M9PAIR_d7ca9565dacb286e	M8SID_250abbb38cffed7a	M8SID_dd5178f08e076841	M9CL_6bc077568abecff2	M9CL_d6bd66a1598ad1e3	H_ONE_SERP_INSUFFICIENT	One honest shared user answer for 'Как скачать отчёт о продажах на Wildberries' and 'Как читать финансовый отчёт Wildberries и сверять итоговую сумму' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_ONE_SERP_INSUFFICIENT; M9BRW2Q_012_250abbb38cffed7a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01194	M9PAIR_d81bcd1b5cd72d9b	M8SID_a7efef13fa5d09dc	M8SID_f326261dec0f180d	M9CL_3197bfc345204378	M9CL_9c53f9a6bb6116b6	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'ДРР на Wildberries — как рассчитать и оптимизировать' and 'аналитика показателей продавца' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_GENERIC_SPECIFIC_UNRESOLVED; M9BRQ_001_f326261dec0f180d:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01195	M9PAIR_d8358e57f0a1d4c6	M8SID_2b25fa19b017655f	M8SID_b5ea13003e4c370e	M9CL_46d51fc29ba2e60b	M9CL_2f145a3b5c056ace	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Как сверить финансовые отчеты Wildberries?' and 'где скачать отчет о выкупах маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 1; reason H_GENERIC_SPECIFIC_UNRESOLVED; M9BRW2Q_013_2b25fa19b017655f:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRW2Q_008_b5ea13003e4c370e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01196	M9PAIR_d88fecd928eade88	M8SID_91da785ba085dc94	M8SID_ed858336de500ab2	M9CL_18591a5da8d7a451	M9CL_2637e53fc435b258	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Правила работы с возвратами на маркетплейсах: условия торговых платформ и советы по снижению показателя' and 'Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01197	M9PAIR_d8cc8a927ed6731a	M8SID_853c71e68bd46c94	M8SID_a7efef13fa5d09dc	M9CL_af749ec09b819751	M9CL_3197bfc345204378	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Аналитика вайлдберриз: в каком отчете верные данные' and 'ДРР на Wildberries — как рассчитать и оптимизировать' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01198	M9PAIR_d8f0ebaa76ca1ae9	M8SID_1d9b00510d4544c8	M8SID_b494df2d754aba5f	M9CL_d6e9196cf6453986	M9CL_f667a169d39bce9d	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Управление остатками на Wildberries: как использовать отчёт «История остатков»' and 'Отчет «География» в разделах «Продавцы» и «Бренды»' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_GENERIC_SPECIFIC_UNRESOLVED; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01199	M9PAIR_d8fc504bbab73c77	M8SID_3bf57790dda15865	M8SID_9abd6603016eb220	M9CL_d755a1fe3e51ac2e	M9CL_a376985a8068ec48	H_ONE_SERP_INSUFFICIENT	One honest shared user answer for 'Сверка отчетов с Wildberries' and 'Комиссии на Wildberries: почему в отчёте одна ставка, а в тарифах другая' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_ONE_SERP_INSUFFICIENT; M9BRQ_009_3bf57790dda15865:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01200	M9PAIR_d916646821308fe0	M8SID_6eb6592464294694	M8SID_c9cbb3939920b7ee	M9CL_a2b4ef64efdfb9f6	M9CL_ed2d7aae5a2e620a	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'сервис для аналитики продаж на маркетплейсах' and 'сервис аналитики маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 3; Top20 8; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_019_6eb6592464294694:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00042:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01201	M9PAIR_d984dabf816e16ac	M8SID_b02e9e70557692e0	M8SID_e008cf0c1b28b363	M9CL_f0e07ec6b2f588c0	M9CL_b89a6fbc6bd8bb18	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'ии помощник селлера' and 'аналитика маркетплейсов с ии' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 0; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00028:RU225:TOP100 | M9BRQ_007_e008cf0c1b28b363:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01202	M9PAIR_d98ea21f8f491bfe	M8SID_21a051e61744f9fa	M8SID_c673d63396e872d3	M9CL_ce7b5d6c7e756b52	M9CL_896f32bed9216251	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы' and 'Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01203	M9PAIR_d9e043f6da9a7bd5	M8SID_4ffce42718223241	M8SID_c9cbb3939920b7ee	M9CL_0aed479a81711e7f	M9CL_ed2d7aae5a2e620a	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'расширение аналитика маркетплейсов' and 'сервис аналитики маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 1; Top20 1; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_016_4ffce42718223241:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00042:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01204	M9PAIR_da14ea5225016230	M8SID_853c71e68bd46c94	M8SID_b494df2d754aba5f	M9CL_af749ec09b819751	M9CL_f667a169d39bce9d	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Аналитика вайлдберриз: в каком отчете верные данные' and 'Отчет «География» в разделах «Продавцы» и «Бренды»' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_GENERIC_SPECIFIC_UNRESOLVED; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01205	M9PAIR_da3dc97d514c2eb2	M8SID_26313942bc9cfe04	M8SID_fb4d67f1c380d11c	M9CL_279f4d817e7dce07	M9CL_ad507c7fc3cfea7a	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Аналитика продаж на Вайлдберриз в программе для интеграции с маркетплейсами' and 'аналитика маркетплейсов топ сервисов' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_002_fb4d67f1c380d11c:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01206	M9PAIR_da6523d871a37aca	M8SID_644f4afb78dc957a	M8SID_a5452022da8e1c54	M9CL_5aa7113efc724f06	M9CL_7b0e9f96b0e08782	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'отчеты маркетплейсов' and 'Аналитика Wildberries: отчёты, метрики и дашборды продавца' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00035:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01207	M9PAIR_da723d356e74c731	M8SID_3e26a6dc912542f5	M8SID_8332eb45850054b1	M9CL_433249de25051688	M9CL_f2b595fb3a090d8f	H_OTHER_BOUNDARY	One honest shared user answer for 'бесплатный сервис аналитики маркетплейсов' and 'ии аналитика маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 1; reason H_OTHER_BOUNDARY; M9BRQ_014_3e26a6dc912542f5:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_005_8332eb45850054b1:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01208	M9PAIR_db0b30f43cba5c72	M8SID_544e197891683f4c	M8SID_83f33ee4e629a7c9	M9CL_261f95ceaf310c3a	M9CL_adcead7701b4a4b4	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Аналитика продавца Wildberries: как читать отчёты и находить точки роста' and 'Как читать финансовый отчёт Wildberries и Ozon' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_010_83f33ee4e629a7c9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01209	M9PAIR_db17760d407610fb	M8SID_a6dbb52f9468a6a4	M8SID_fd88d7d9e3b2e406	M9CL_ddc2616f80ca85b6	M9CL_3a8d523d2578edae	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'chatgpt для wildberries' and 'chatgpt для маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 2; Top20 2; reason H_SEARCH_EVIDENCE_CONFLICT; M4QR2Q00002:RU225:TOP100 | M4QR2Q00016:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01210	M9PAIR_db3698012bb2a861	M8SID_096b2cc4a0b3c4f5	M8SID_b494df2d754aba5f	M9CL_7e11683d4b2f5d22	M9CL_f667a169d39bce9d	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как анализировать отчет о продажах на Wildberries' and 'Отчет «География» в разделах «Продавцы» и «Бренды»' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_016_096b2cc4a0b3c4f5:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01211	M9PAIR_db84c66c90fac54e	M8SID_250abbb38cffed7a	M8SID_def0afbc32106614	M9CL_6bc077568abecff2	M9CL_50d7bf9bbe2a0dff	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как скачать отчёт о продажах на Wildberries' and 'Сводный отчёт по продавцу' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_012_250abbb38cffed7a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01212	M9PAIR_dbe9ac4fd99b2618	M8SID_0943a1068e9402f4	M8SID_0ce35825bf4cba3b	M9CL_5807efab0bbb4b64	M9CL_ee5c28cd547da2e7	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'загрузка отчетов с маркетплейсов' and 'Воронка продаж на Wildberries: как бесплатный отчёт находит слабые места' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00025:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01213	M9PAIR_dc08f8e65044a589	M8SID_3ebb28124694e272	M8SID_78187c521b37867e	M9CL_4a7d76c662c7f172	M9CL_76d530948f2a83bc	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'отчеты продаж маркетплейсов' and 'отчеты маркетплейсов примеры' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 4; Top20 9; reason H_SEARCH_EVIDENCE_CONFLICT; M4QR2Q00036:RU225:TOP100 | M9BRQ_002_78187c521b37867e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01214	M9PAIR_dc349abe2dc253a2	M8SID_3b92dfcc2a1d077e	M8SID_4ffce42718223241	M9CL_e6914021014018ac	M9CL_0aed479a81711e7f	H_OTHER_BOUNDARY	One honest shared user answer for 'сервис аналитика продаж на маркетплейсах' and 'расширение аналитика маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 1; reason H_OTHER_BOUNDARY; M9BRQ_013_3b92dfcc2a1d077e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_016_4ffce42718223241:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01215	M9PAIR_dc46bb5a291c33a1	M8SID_c673d63396e872d3	M8SID_c6b3851b9dcf0b07	M9CL_896f32bed9216251	M9CL_80cd29d458ea642b	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?' and 'отчет о списаниях маркетплейс' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00034:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01216	M9PAIR_dc51345e7cb65e8a	M8SID_b2c582967d3dea97	M8SID_f326261dec0f180d	M9CL_584563dff9997c98	M9CL_9c53f9a6bb6116b6	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как читать финансовый отчет WILDBERRIES за 5 минут?' and 'аналитика показателей продавца' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_001_f326261dec0f180d:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01217	M9PAIR_dc666f06608e5555	M8SID_50e949b2f6a4c494	M8SID_644f4afb78dc957a	M9CL_9d782abd2186f6e2	M9CL_5aa7113efc724f06	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Работа c маркетплейсом: отчеты и аналитика' and 'отчеты маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00035:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_01218	M9PAIR_dc704dd0706e09d5	M8SID_81a0551c95b1343e	M8SID_e008cf0c1b28b363	M9CL_ffefa36c3120e974	M9CL_b89a6fbc6bd8bb18	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Отчет по операциям с маркетплейса' and 'аналитика маркетплейсов с ии' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_007_e008cf0c1b28b363:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
