candidate_delta_id	target_id	registry_id	source_url	page_role	raw_candidate_text	normalized_comparison_key	source_location_or_context	reconciliation_status	existing_m4c_candidate_ids	semantic_notes	proposed_m6_route	claim_boundary
M4QR2CD00102	M4QR2TR0044	REG042	https://selsup.ru/blog/valovaya-pribyl-vyruchka-i-marzhinalnost-na-marketplejsah-ponyatiya-kotorye-nuzhno-znat-kazhdomu-selleru/	ARTICLE_OR_GUIDE	Как посчитать маржинальность, если продаю на трёх площадках?	как посчитать маржинальность, если продаю на трёх площадках?	H3[16]; Валовая прибыль, выручка и маржинальность на маркетплейсах: формулы и расчёт	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00103	M4QR2TR0045	REG042	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	HELP_DOCUMENTATION	Загрузка отчетов вручную	загрузка отчетов вручную	H1; Загрузка отчетов вручную	ALREADY_PRESENT	M4CCAND006580	Exact-safe raw wording already occurs in accepted M4C (1 source occurrences; same entity=1); no new demand claim.	KEEP_EXISTING_M4C_M6_ROUTE	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00104	M4QR2TR0045	REG042	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	HELP_DOCUMENTATION	Импорт финансовой аналитики из Wildberries	импорт финансовой аналитики из wildberries	H2[2]; Загрузка отчетов вручную	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00105	M4QR2TR0045	REG042	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	HELP_DOCUMENTATION	Импорт финансовой аналитики из Ozon	импорт финансовой аналитики из ozon	H2[3]; Загрузка отчетов вручную	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00106	M4QR2TR0045	REG042	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	HELP_DOCUMENTATION	Импорт финансовой аналитики из Яндекс.Маркета	импорт финансовой аналитики из яндекс.маркета	H2[4]; Загрузка отчетов вручную	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00107	M4QR2TR0045	REG042	https://selsup.ru/help/zagruzka-otchetov-vruchnuyu/	HELP_DOCUMENTATION	Импорт финансовой аналитики из МегаМаркета	импорт финансовой аналитики из мегамаркета	H2[5]; Загрузка отчетов вручную	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00108	M4QR2TR0046	REG051	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny/	ARTICLE_OR_GUIDE	5 ИИ-агентов, которые закроют рутину селлера: от ответов клиентам до видео для карточек	5 ии-агентов, которые закроют рутину селлера: от ответов клиентам до видео для карточек	H1; 5 ИИ-агентов, которые закроют рутину селлера: от ответов клиентам до видео для карточек	AMBIGUOUS		Mixed autonomous/AI/market intelligence claim or under-specified heading; no product/demand inference.	HOLD_FOR_M6_TASK_AND_CAPABILITY_REVIEW	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00109	M4QR2TR0046	REG051	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny/	ARTICLE_OR_GUIDE	#\nКак выбрать ИИ-агента под свои задачи	# как выбрать ии-агента под свои задачи	H2[2]; 5 ИИ-агентов, которые закроют рутину селлера: от ответов клиентам до видео для карточек	AMBIGUOUS		Mixed autonomous/AI/market intelligence claim or under-specified heading; no product/demand inference.	HOLD_FOR_M6_TASK_AND_CAPABILITY_REVIEW	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00110	M4QR2TR0047	REG051	https://uniseller.io/blog/dolya-reklamnykh-raskhodov-wb-ozon-raschet-normy/	ARTICLE_OR_GUIDE	Доля рекламных расходов на Wildberries и Ozon: как рассчитать и не прогореть	доля рекламных расходов на wildberries и ozon: как рассчитать и не прогореть	H1; Доля рекламных расходов на Wildberries и Ozon: как рассчитать и не прогореть	POSSIBLE_VARIANT		Distinct exact wording of a broad accepted seller task; possible variant only, no synonym/identity merge.	KEEP_EXISTING_VALIDATION_QUESTION_PENDING_EXACT_DEMAND_CHECK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00111	M4QR2TR0047	REG051	https://uniseller.io/blog/dolya-reklamnykh-raskhodov-wb-ozon-raschet-normy/	ARTICLE_OR_GUIDE	#\nКак рассчитать норму для своего товара	# как рассчитать норму для своего товара	H2[3]; Доля рекламных расходов на Wildberries и Ozon: как рассчитать и не прогореть	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00112	M4QR2TR0047	REG051	https://uniseller.io/blog/dolya-reklamnykh-raskhodov-wb-ozon-raschet-normy/	ARTICLE_OR_GUIDE	#\nКак контролировать ДРР	# как контролировать дрр	H2[7]; Доля рекламных расходов на Wildberries и Ozon: как рассчитать и не прогореть	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00113	M4QR2TR0048	REG051	https://uniseller.io/blog/ii-na-marketplejsah-kak-prevratit-rutinu-v-pribyl/	ARTICLE_OR_GUIDE	ИИ на маркетплейсах: как превратить рутину в прибыль и не остаться за бортом	ии на маркетплейсах: как превратить рутину в прибыль и не остаться за бортом	H1; ИИ на маркетплейсах: как превратить рутину в прибыль и не остаться за бортом	AMBIGUOUS		Mixed autonomous/AI/market intelligence claim or under-specified heading; no product/demand inference.	HOLD_FOR_M6_TASK_AND_CAPABILITY_REVIEW	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00114	M4QR2TR0048	REG051	https://uniseller.io/blog/ii-na-marketplejsah-kak-prevratit-rutinu-v-pribyl/	ARTICLE_OR_GUIDE	#\nКак это выглядит на практике	# как это выглядит на практике	H3[4]; ИИ на маркетплейсах: как превратить рутину в прибыль и не остаться за бортом	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00115	M4QR2TR0049	REG051	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/	ARTICLE_OR_GUIDE	Как читать отчёт о реализации Ozon: разбор для селлеров и бухгалтеров	как читать отчёт о реализации ozon: разбор для селлеров и бухгалтеров	H1; Как читать отчёт о реализации Ozon: разбор для селлеров и бухгалтеров	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00116	M4QR2TR0049	REG051	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/	ARTICLE_OR_GUIDE	#\nКак найти и скачать отчёт в Ozon Seller	# как найти и скачать отчёт в ozon seller	H2[3]; Как читать отчёт о реализации Ozon: разбор для селлеров и бухгалтеров	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00117	M4QR2TR0049	REG051	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/	ARTICLE_OR_GUIDE	#\nКак посчитать реальную прибыль	# как посчитать реальную прибыль	H2[8]; Как читать отчёт о реализации Ozon: разбор для селлеров и бухгалтеров	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00118	M4QR2TR0049	REG051	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/	ARTICLE_OR_GUIDE	#\nКак работать с УПД-1 и УПД по допуслугам	# как работать с упд-1 и упд по допуслугам	H2[12]; Как читать отчёт о реализации Ozon: разбор для селлеров и бухгалтеров	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00119	M4QR2TR0050	REG051	https://uniseller.io/blog/kak-rabotat-v-kabinete-wildberries-seller/	ARTICLE_OR_GUIDE	Как работать в кабинете Wildberries: всё про seller.wildberries.ru в 2026 году	как работать в кабинете wildberries: всё про seller.wildberries.ru в 2026 году	H1; Как работать в кабинете Wildberries: всё про seller.wildberries.ru в 2026 году	POSSIBLE_VARIANT		Distinct exact wording of a broad accepted seller task; possible variant only, no synonym/identity merge.	KEEP_EXISTING_VALIDATION_QUESTION_PENDING_EXACT_DEMAND_CHECK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00120	M4QR2TR0050	REG051	https://uniseller.io/blog/kak-rabotat-v-kabinete-wildberries-seller/	ARTICLE_OR_GUIDE	#\nКак оплатить взнос правильно	# как оплатить взнос правильно	H3[4]; Как работать в кабинете Wildberries: всё про seller.wildberries.ru в 2026 году	OUT_OF_SCOPE		Explicit 1C/accounting, external intelligence, onboarding/mutation, or another task outside launch product scope; preserve as page evidence.	NO_M6_PROMOTION_UNSUPPORTED_OR_DIFFERENT_TASK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00121	M4QR2TR0051	REG051	https://uniseller.io/blog/marzhinalnost-na-marketpleysakh-kak-schitat-i-ne-rabotat-v-minus/	ARTICLE_OR_GUIDE	Маржинальность на маркетплейсах: как считать и не работать в минус	маржинальность на маркетплейсах: как считать и не работать в минус	H1; Маржинальность на маркетплейсах: как считать и не работать в минус	POSSIBLE_VARIANT		Distinct exact wording of a broad accepted seller task; possible variant only, no synonym/identity merge.	KEEP_EXISTING_VALIDATION_QUESTION_PENDING_EXACT_DEMAND_CHECK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00122	M4QR2TR0052	REG051	https://uniseller.io/blog/reklama-wildberries-metriki-ctr-cr-cpo-ddr-roas/	ARTICLE_OR_GUIDE	Реклама на Wildberries без слива бюджета: как читать CTR, CR, CPO и другие метрики	реклама на wildberries без слива бюджета: как читать ctr, cr, cpo и другие метрики	H1; Реклама на Wildberries без слива бюджета: как читать CTR, CR, CPO и другие метрики	POSSIBLE_VARIANT		Distinct exact wording of a broad accepted seller task; possible variant only, no synonym/identity merge.	KEEP_EXISTING_VALIDATION_QUESTION_PENDING_EXACT_DEMAND_CHECK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00123	M4QR2TR0052	REG051	https://uniseller.io/blog/reklama-wildberries-metriki-ctr-cr-cpo-ddr-roas/	ARTICLE_OR_GUIDE	#\nКак не потерять деньги на автокампаниях	# как не потерять деньги на автокампаниях	H2[6]; Реклама на Wildberries без слива бюджета: как читать CTR, CR, CPO и другие метрики	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00124	M4QR2TR0053	REG051	https://uniseller.io/blog/wildberries-zapustil-ii-pomoshchnika-dlya-sellerov/	ARTICLE_OR_GUIDE	Wildberries запустил ИИ-помощника для селлеров — разбираем, что умеет и зачем нужен	wildberries запустил ии-помощника для селлеров — разбираем, что умеет и зачем нужен	H1; Wildberries запустил ИИ-помощника для селлеров — разбираем, что умеет и зачем нужен	AMBIGUOUS		Mixed autonomous/AI/market intelligence claim or under-specified heading; no product/demand inference.	HOLD_FOR_M6_TASK_AND_CAPABILITY_REVIEW	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00125	M4QR2TR0053	REG051	https://uniseller.io/blog/wildberries-zapustil-ii-pomoshchnika-dlya-sellerov/	ARTICLE_OR_GUIDE	#\nКак работает ИИ-ассистент Wildberries	# как работает ии-ассистент wildberries	H2[2]; Wildberries запустил ИИ-помощника для селлеров — разбираем, что умеет и зачем нужен	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00126	M4QR2TR0054	REG053	https://seo.wbcon.ru/gpt-opisanie/	PUBLIC_TOOL_OR_TOPIC_LANDING	Создание описания для маркетплейсов Wildberries, Ozon и других с помощью ChatGPT	создание описания для маркетплейсов wildberries, ozon и других с помощью chatgpt	H1; Создание описания для маркетплейсов Wildberries, Ozon и других с помощью ChatGPT	POSSIBLE_VARIANT		Distinct exact wording of a broad accepted seller task; possible variant only, no synonym/identity merge.	KEEP_EXISTING_VALIDATION_QUESTION_PENDING_EXACT_DEMAND_CHECK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00127	M4QR2TR0055	REG053	https://wbcon.ru/2023/03/27/chatgpt-instruction-wb-ozon/	ARTICLE_OR_GUIDE	Инструкция к сервису по созданию Описания к товару с помощью ИИ для Wildberries, Ozon и других магазинов	инструкция к сервису по созданию описания к товару с помощью ии для wildberries, ozon и других магазинов	H1; Инструкция к сервису по созданию Описания к товару с помощью ИИ для Wildberries, Ozon и других магазинов	POSSIBLE_VARIANT		Distinct exact wording of a broad accepted seller task; possible variant only, no synonym/identity merge.	KEEP_EXISTING_VALIDATION_QUESTION_PENDING_EXACT_DEMAND_CHECK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00128	M4QR2TR0055	REG053	https://wbcon.ru/2023/03/27/chatgpt-instruction-wb-ozon/	ARTICLE_OR_GUIDE	Как пользоваться	как пользоваться	H3[1]; Инструкция к сервису по созданию Описания к товару с помощью ИИ для Wildberries, Ozon и других магазинов	AMBIGUOUS		Mixed autonomous/AI/market intelligence claim or under-specified heading; no product/demand inference.	HOLD_FOR_M6_TASK_AND_CAPABILITY_REVIEW	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00129	M4QR2TR0056	REG053	https://wbcon.ru/popular-request/	PUBLIC_TOOL_OR_TOPIC_LANDING	Популярные актуальные поисковые запросы Wildberries	популярные актуальные поисковые запросы wildberries	H1; Популярные актуальные поисковые запросы Wildberries	POSSIBLE_VARIANT		Distinct exact wording of a broad accepted seller task; possible variant only, no synonym/identity merge.	KEEP_EXISTING_VALIDATION_QUESTION_PENDING_EXACT_DEMAND_CHECK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00130	M4QR2TR0058	REG056	https://wildcrm.ru/blog/finance/tpost/tpmd1sz001-kak-rasschitat-chistuyu-pribil-na-wildbe	ARTICLE_OR_GUIDE	Как рассчитать чистую прибыль на Wildberries	как рассчитать чистую прибыль на wildberries	H1; Как рассчитать чистую прибыль на Wildberries	POSSIBLE_VARIANT		Distinct exact wording of a broad accepted seller task; possible variant only, no synonym/identity merge.	KEEP_EXISTING_VALIDATION_QUESTION_PENDING_EXACT_DEMAND_CHECK	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00131	M4QR2TR0058	REG056	https://wildcrm.ru/blog/finance/tpost/tpmd1sz001-kak-rasschitat-chistuyu-pribil-na-wildbe	ARTICLE_OR_GUIDE	Расчет чистой прибыли и маржинальности на Wildberries	расчет чистой прибыли и маржинальности на wildberries	H3[1]; Как рассчитать чистую прибыль на Wildberries	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00132	M4QR2TR0059	REG056	https://wildcrm.ru/tpost/bb3addjfa1-drr-na-wildberries-kak-rasschitat-i-opti	ARTICLE_OR_GUIDE	ДРР на Wildberries — как рассчитать и оптимизировать	дрр на wildberries — как рассчитать и оптимизировать	H1; ДРР на Wildberries — как рассчитать и оптимизировать	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
M4QR2CD00133	M4QR2TR0059	REG056	https://wildcrm.ru/tpost/bb3addjfa1-drr-na-wildberries-kak-rasschitat-i-opti	ARTICLE_OR_GUIDE	Как правильно рассчитать ДРР на Wildberries?	как правильно рассчитать дрр на wildberries?	H2[3]; ДРР на Wildberries — как рассчитать и оптимизировать	NEW_CANDIDATE		Previously unrecorded exact source wording of a concrete seller task; no Wordstat/Search demand proof from page.	ADD_CANDIDATE_FOR_LATER_M6_VALIDATION_ONLY	TARGETED_PUBLIC_PAGE_OBSERVATION_ONLY; NOT_WORDSTAT_DEMAND; NOT_OCTOPORT_PRODUCT_FACT; NOT_FINAL_CLUSTER_OR_PAGE_DECISION; NEW_CANDIDATE_OR_POSSIBLE_VARIANT_IS_NOT_DEMAND
