diagnostic_id	semantic_identity_id	diagnostic_class	observed_conflict	expected_review	final_resolution	changed_by_diagnostic	sibling_impact_checked	notes
M8D000577	M8SID_1c0ee8bb00ecd201	WORKING_WITHOUT_OBSERVED_COUNT	key=как правильно рассчитать дрр на wildberries?; M2R observed_count=NONE; M4Q statuses=NONE	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000578	M8SID_e40fd3358d6ded81	HIGH_FREQUENCY_EXCLUDED	key=как продавать на озон; M2R observed_count=14600; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000579	M8SID_c8bd772d7a8b9ccb	WORKING_WITHOUT_OBSERVED_COUNT	key=как сверить отчёты маркетплейсов и найти скрытые удержания; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000580	M8SID_2b25fa19b017655f	WORKING_WITHOUT_OBSERVED_COUNT	key=как сверить финансовые отчеты wildberries?; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000581	M8SID_250abbb38cffed7a	WORKING_WITHOUT_OBSERVED_COUNT	key=как скачать отчёт о продажах на wildberries; M2R observed_count=NONE; M4Q statuses=NONE	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000582	M8SID_3b03ea8b493492c0	WORKING_WITHOUT_OBSERVED_COUNT	key=как сквозная аналитика продаж поможет вам больше зарабатывать на маркетплейсах; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000583	M8SID_51050ceda2b330da	WORKING_WITHOUT_OBSERVED_COUNT	key=как читать и анализировать отчеты о продажах на wildberries; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000584	M8SID_a80ecbe39e0f75b9	WORKING_WITHOUT_OBSERVED_COUNT	key=как читать и анализировать финансовый отчёт wildberries; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000585	M8SID_b2c582967d3dea97	WORKING_WITHOUT_OBSERVED_COUNT	key=как читать финансовый отчет wildberries за 5 минут?; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000586	M8SID_83f33ee4e629a7c9	WORKING_WITHOUT_OBSERVED_COUNT	key=как читать финансовый отчёт wildberries и ozon; M2R observed_count=NONE; M4Q statuses=NONE	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000587	M8SID_dd5178f08e076841	WORKING_WITHOUT_OBSERVED_COUNT	key=как читать финансовый отчёт wildberries и сверять итоговую сумму; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000588	M8SID_c07f33a60a3d014e	HIGH_FREQUENCY_EXCLUDED	key=какие есть нейросети; M2R observed_count=20998; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000589	M8SID_a6ff1d9c5c240aca	HIGH_FREQUENCY_EXCLUDED	key=каталог валберис; M2R observed_count=101128; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000590	M8SID_75bc18ab21fe7533	HIGH_FREQUENCY_EXCLUDED	key=ким вайлдберриз; M2R observed_count=11561; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000591	M8SID_9abd6603016eb220	WORKING_WITHOUT_OBSERVED_COUNT	key=комиссии на wildberries: почему в отчёте одна ставка, а в тарифах другая; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000592	M8SID_f995e06c5ae78ae4	HIGH_FREQUENCY_EXCLUDED	key=кому принадлежит озон; M2R observed_count=30925; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000593	M8SID_10d1c158ebc3f8d0	HIGH_FREQUENCY_EXCLUDED	key=купи продай; M2R observed_count=359982; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000594	M8SID_b67e540684c63566	HIGH_FREQUENCY_EXCLUDED	key=куплю продам нея; M2R observed_count=20896; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000595	M8SID_2f27ef3f0c4f70c4	HIGH_FREQUENCY_EXCLUDED	key=курсы по нейросетям; M2R observed_count=9236; M4Q statuses=OUT_OF_PRODUCT_SCOPE	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000596	M8SID_afe48225d34ce12b	SOURCE_LAYER_DISAGREEMENT	key=лучшие сервисы аналитики маркетплейсов; M2R observed_count=20; M4Q statuses=EXACT_DUPLICATE_OF_EXECUTION_QUERY/SEARCH_REQUIRED	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_M2R_PRODUCT_MATCH; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000597	M8SID_e78221cf72d484ef	HIGH_FREQUENCY_EXCLUDED	key=маржа это; M2R observed_count=13136; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000598	M8SID_5b5e028e5124ad08	SEARCH_PRODUCT_FIT_CONFLICT	key=маржинальность на маркетплейсах; M2R observed_count=NONE; M4Q statuses=SEARCH_REQUIRED	Check exact frozen source/product boundary and do not infer from frequency or near spelling	REVIEW_HOLD / H_FINANCIAL_COMPLETENESS; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000599	M8SID_27803d6c6b1c3369	HIGH_FREQUENCY_EXCLUDED	key=маркет маркета спб; M2R observed_count=16412; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000600	M8SID_aa45ab35e86b6628	HIGH_FREQUENCY_EXCLUDED	key=маркетолог это; M2R observed_count=13167; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000601	M8SID_f953812227beb8ac	HIGH_FREQUENCY_EXCLUDED	key=маркетплейс это; M2R observed_count=35172; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000602	M8SID_d28704e43f94654c	HIGH_FREQUENCY_EXCLUDED	key=масс маркет; M2R observed_count=12087; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000603	M8SID_c3491672fe109131	HIGH_FREQUENCY_EXCLUDED	key=мой озон; M2R observed_count=107210; M4Q statuses=OUT_OF_PRODUCT_SCOPE	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000604	M8SID_d478d21b0dbee07a	HIGH_FREQUENCY_EXCLUDED	key=мой поиск; M2R observed_count=23079; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000605	M8SID_8636ff82bf78d394	HIGH_FREQUENCY_EXCLUDED	key=не смотря ни на что; M2R observed_count=17164; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000606	M8SID_3ce5cbb9759cbdfe	HIGH_FREQUENCY_EXCLUDED	key=нейросеть ответы на вопросы; M2R observed_count=19079; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000607	M8SID_55d7c5d9de322dfc	HIGH_FREQUENCY_EXCLUDED	key=озон акция; M2R observed_count=141674; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000608	M8SID_ea6c15f84c295e4d	HIGH_FREQUENCY_EXCLUDED	key=озон джоб; M2R observed_count=110560; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000609	M8SID_a3b533de7bff8f8c	HIGH_FREQUENCY_EXCLUDED	key=озон ростов; M2R observed_count=51511; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000610	M8SID_4d0c7e4a820f4202	HIGH_FREQUENCY_EXCLUDED	key=озон что это; M2R observed_count=106461; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000611	M8SID_18a7d5d0df51b185	HIGH_FREQUENCY_EXCLUDED	key=она такая; M2R observed_count=862703; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000612	M8SID_7451db5fe95f86e7	HIGH_FREQUENCY_EXCLUDED	key=основатель озон; M2R observed_count=8370; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000613	M8SID_b494df2d754aba5f	WORKING_WITHOUT_OBSERVED_COUNT	key=отчет «география» в разделах «продавцы» и «бренды»; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000614	M8SID_81a0551c95b1343e	WORKING_WITHOUT_OBSERVED_COUNT	key=отчет по операциям с маркетплейса; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000615	M8SID_e10faa73a1384257	WORKING_WITHOUT_OBSERVED_COUNT	key=отчеты для селлеров; M2R observed_count=NONE; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_M2R_PRODUCT_MATCH; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000616	M8SID_d9a5cc3e810be381	WORKING_WITHOUT_OBSERVED_COUNT	key=отчеты для селлеров маркетплейсов; M2R observed_count=NONE; M4Q statuses=SEARCH_REQUIRED_CONTROL_REFRESH	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000617	M8SID_644f4afb78dc957a	SOURCE_LAYER_DISAGREEMENT	key=отчеты маркетплейсов; M2R observed_count=2597; M4Q statuses=EXACT_DUPLICATE_OF_EXECUTION_QUERY/SEARCH_REQUIRED	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_M2R_PRODUCT_MATCH; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000618	M8SID_3ebb28124694e272	SOURCE_LAYER_DISAGREEMENT	key=отчеты продаж маркетплейсов; M2R observed_count=448; M4Q statuses=EXACT_DUPLICATE_OF_EXECUTION_QUERY/SEARCH_REQUIRED	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_M2R_PRODUCT_MATCH; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000619	M8SID_2a1f3b8d04a0da08	WORKING_WITHOUT_OBSERVED_COUNT	key=отчёт «доходы и расходы» wildberries: как читать и сверять; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000620	M8SID_c9ca51837b06e207	WORKING_WITHOUT_OBSERVED_COUNT	key=отчёт «поисковые запросы на wb»; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000621	M8SID_df79f0c3371689ed	WORKING_WITHOUT_OBSERVED_COUNT	key=отчёт о продажах wildberries: как читать и выгружать; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000622	M8SID_985f150bb9d0478c	WORKING_WITHOUT_OBSERVED_COUNT	key=отчёт о реализации ozon: где найти и как сверить выплату; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000623	M8SID_7455a5a41ec9db71	WORKING_WITHOUT_OBSERVED_COUNT	key=отчёт о реализации wildberries: как читать финансовый отчёт и сверить выплату; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000624	M8SID_a0eeffff2d867dcb	WORKING_WITHOUT_OBSERVED_COUNT	key=отчёт по возвратам wildberries: разбор операций и удержаний; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000625	M8SID_7c14f16157d077b9	WORKING_WITHOUT_OBSERVED_COUNT	key=отчёт по рекламе wildberries: где смотреть и как анализировать; M2R observed_count=NONE; M4Q statuses=DEFER_TO_M6_DEMAND_VALIDATION	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000626	M8SID_11f1d625019cabc3	SOURCE_LAYER_DISAGREEMENT	key=оценка карточек; M2R observed_count=NONE; M4Q statuses=HOLD_AMBIGUOUS/OUT_OF_PRODUCT_SCOPE	Check exact frozen source/product boundary and do not infer from frequency or near spelling	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000627	M8SID_63cda6482bfb2408	SOURCE_LAYER_DISAGREEMENT	key=оценка оптимизации карточки товара; M2R observed_count=NONE; M4Q statuses=HOLD_AMBIGUOUS/OUT_OF_PRODUCT_SCOPE	Check exact frozen source/product boundary and do not infer from frequency or near spelling	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000628	M8SID_b214163154241288	SOURCE_LAYER_DISAGREEMENT	key=партнёрская и реферальная программа, реклама, интеграции. оставьте заявку — расскажем условия и ответим в рабочее время.; M2R observed_count=NONE; M4Q statuses=HOLD_AMBIGUOUS/OUT_OF_PRODUCT_SCOPE	Check exact frozen source/product boundary and do not infer from frequency or near spelling	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000629	M8SID_ffad7671dd8a076c	HIGH_FREQUENCY_EXCLUDED	key=пвз озон; M2R observed_count=360060; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000630	M8SID_8938b688018fff3b	SOURCE_LAYER_DISAGREEMENT	key=первый — получение данных. система загружает сведения о продажах, заказах, остатках, товарах, рекламе или финансовых операциях.; M2R observed_count=NONE; M4Q statuses=HOLD_AMBIGUOUS/OUT_OF_PRODUCT_SCOPE	Check exact frozen source/product boundary and do not infer from frequency or near spelling	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000631	M8SID_8bb21daf74be5a39	SOURCE_LAYER_DISAGREEMENT	key=подбор ключевых слов для вайлдберриз и озон онлайн, поиск поисковых запросов карточки товара — seller moon; M2R observed_count=NONE; M4Q statuses=NOT_A_PLAUSIBLE_SEARCH_QUERY/OUT_OF_PRODUCT_SCOPE	Check exact frozen source/product boundary and do not infer from frequency or near spelling	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000632	M8SID_529f805abccbf8b2	WORKING_WITHOUT_OBSERVED_COUNT	key=подключить chatgpt к маркетплейсу; M2R observed_count=NONE; M4Q statuses=SEARCH_REQUIRED_CONTROL_REFRESH	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_PRODUCT_BOUNDED_COMPETITOR_LANGUAGE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000633	M8SID_4a1030b3d8bdd2d5	WORKING_WITHOUT_OBSERVED_COUNT	key=подключить ии к маркетплейсу; M2R observed_count=NONE; M4Q statuses=SEARCH_REQUIRED	Check exact frozen source/product boundary and do not infer from frequency or near spelling	WORKING / W_M2R_PRODUCT_MATCH; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000634	M8SID_03b37c62b4e58ebd	HIGH_FREQUENCY_EXCLUDED	key=позови меня; M2R observed_count=245314; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
M8D000635	M8SID_1420cd98f4c0a734	HIGH_FREQUENCY_EXCLUDED	key=позови меня родная; M2R observed_count=12730; M4Q statuses=NO_INCREMENTAL_SEARCH_INFORMATION_GAIN	Check exact frozen source/product boundary and do not infer from frequency or near spelling	EXCLUDED / X_M2R_NOISE; source authority and explicit claim boundary retained	NO	FULL_UNIVERSE_SCAN	Independent cross-source/lexical risk inventory. No automatic semantic merge or page verdict.
