semantic_identity_id	hold_class	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m9	reopen_trigger	claim_boundary
M8SID_e10faa73a1384257	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; M2R_TESTED_SEED	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_d9a5cc3e810be381	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; NO_ACCEPTED_WORDSTAT_EVIDENCE	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_644f4afb78dc957a	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; M2R_DIRECT_RESULT|TESTED_SEED	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_78187c521b37867e	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; M2R_DIRECT_RESULT	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_3ebb28124694e272	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; M2R_DIRECT_RESULT|TESTED_SEED	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_e343cfc922caf85d	H_EXTERNAL_INTELLIGENCE	Prove exact accessible marketplace endpoints for external or niche intelligence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Prove exact accessible marketplace endpoints for external or niche intelligence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Prove exact accessible marketplace endpoints for external or niche intelligence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_d9bf4c1a094150b7	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_807daa927c3f5d05	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_6a9b6f5f5b9bdd52	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_686078586a0e26b1	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_eeffb918e131ea9d	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_5344b529476bb792	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_2a1f3b8d04a0da08	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; NO_ACCEPTED_WORDSTAT_EVIDENCE	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_aef1c896cbf448b1	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_6a91f0e6c6e5ea57	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_1845e2539818fd1c	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_f787b48eae231aa4	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_5c4812ecc21a77d0	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_cd5577455e50e1e5	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_b09b630cd6d0c2ba	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_c9ca51837b06e207	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; NO_ACCEPTED_WORDSTAT_EVIDENCE	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_5e421be85debfdd8	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_607bf2ad788489d1	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_cddb9e4c3fa76938	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_8ef660d19b9e6dc9	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_a95d1f95c77702bf	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_2ee460dea32c5cf8	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC05958:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_025bc8708807fac5	H_FINANCIAL_COMPLETENESS	Prove input completeness and metric definition before claiming net profit or margin	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Prove input completeness and metric definition before claiming net profit or margin	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Prove input completeness and metric definition before claiming net profit or margin	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_1a55e9b2817e16b9	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01028:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_7144163a93c5e90c	H_UNSUPPORTED_ACTION	Separate seller-owned report interpretation from named premium endpoints, third-party developer flows, editing, or guaranteed outcomes	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Separate seller-owned report interpretation from named premium endpoints, third-party developer flows, editing, or guaranteed outcomes	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Separate seller-owned report interpretation from named premium endpoints, third-party developer flows, editing, or guaranteed outcomes	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_347f4b44c6cb7dcd	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04541:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_df79f0c3371689ed	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; NO_ACCEPTED_WORDSTAT_EVIDENCE	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_985f150bb9d0478c	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; NO_ACCEPTED_WORDSTAT_EVIDENCE	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_7455a5a41ec9db71	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; NO_ACCEPTED_WORDSTAT_EVIDENCE	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_1c5a244d834bc8b4	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02671:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_a0eeffff2d867dcb	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; NO_ACCEPTED_WORDSTAT_EVIDENCE	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_9008f8f06d88d4d9	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_df7e608230b9d126	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_cb0f8131fe7594c9	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_5c5fe88ff2b763b2	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_bc5c74aa343a5dee	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_7c14f16157d077b9	NONBLOCKING_PRODUCT_CLAIM_BOUNDARY	Endpoint-specific, feature-specific support beyond Product Truth	Product Truth seller-owned read-only scope; NO_ACCEPTED_WORDSTAT_EVIDENCE	Accepted endpoint/workflow proof for stronger claims	A supported general task does not establish every named metric/action.	NO	New accepted endpoint/workflow/product fact	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_a7a4d6dbe7bc6867	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_e5e7c3d21967f776	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_18d90a965bb39cbf	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_61f3dd52d4247439	H_STATUTORY_SELLER_BOUNDARY	Separate marketplace seller reporting from statutory accounting/filings	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Separate marketplace seller reporting from statutory accounting/filings	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Separate marketplace seller reporting from statutory accounting/filings	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_bd292957febddd8d	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04643:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_766381d72ddc73f0	H_STATUTORY_SELLER_BOUNDARY	Separate marketplace seller reporting from statutory accounting/filings	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Separate marketplace seller reporting from statutory accounting/filings	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Separate marketplace seller reporting from statutory accounting/filings	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
