execution_query_id	exact_query_text	exact_safe_comparison_key	source_universe_row_ids	source_classes	marketplace_scope	task_or_candidate_groups	existing_demand_evidence	m3_relation	information_gain_question	downstream_decision	planned_search_type	planned_region	planned_page	planned_depth	planned_group_mode	planned_docs_in_group	planned_family_mode	planned_fix_typo_mode	planned_sort	provider_limit_check	batch_id
M4QR2Q00298	Прибыль без вложений: что делать для роста выручки на Wildberries	прибыль без вложений: что делать для роста выручки на wildberries	M4QR2U04627 || M4QR2U14199	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_c7964c96e5528c37dd11 / прибыль без вложений что делать для роста выручки на wildberries	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=65; words=10	M4Q-R2-B001
M4QR2Q00299	Прибыль на Wildberries: расчёт по товарам в LimeScope	прибыль на wildberries: расчёт по товарам в limescope	M4QR2U01678	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_4294202257028af5e983 / reporting_finance	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=53; words=8	M4Q-R2-B001
M4QR2Q00300	прибыль на маркетплейсах	прибыль на маркетплейсах	M4QR2U00992 || M4QR2U00993	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=389 || TESTED_SEED=389	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=24; words=3	M4Q-R2-B001
M4QR2Q00301	прибыль от продаж на маркетплейсах	прибыль от продаж на маркетплейсах	M4QR2U00998	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=22	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=34; words=5	M4Q-R2-B001
M4QR2Q00302	прибыль с товара на маркетплейсе	прибыль с товара на маркетплейсе	M4QR2U00997	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=24	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=32; words=5	M4Q-R2-B001
M4QR2Q00303	Прибыльная Unit-экономика товарной матрицы на маркетплейсах в 2024 году	прибыльная unit-экономика товарной матрицы на маркетплейсах в 2024 году	M4QR2U01634	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_4294202257028af5e983 / reporting_finance	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=71; words=9	M4Q-R2-B001
M4QR2Q00304	Проверка и отслеживание позиций карточки товара на Вайлдберриз	проверка и отслеживание позиций карточки товара на вайлдберриз	M4QR2U01894	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_666276f2f0ab1079a151 / product_card_or_content	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=62; words=8	M4Q-R2-B001
M4QR2Q00305	Продажи Wildberries в Центральной Азии: как проверить рынок и протестировать нишу	продажи wildberries в центральной азии: как проверить рынок и протестировать нишу	M4QR2U09049 || M4QR2U15025	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_ea1f49a08312d3fe6124 / продажи wildberries в центральной азии как проверить рынок и протестировать нишу	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=81; words=11	M4Q-R2-B001
M4QR2Q00306	Промпты для маркетплейса - анализ Руки на Пульсе	промпты для маркетплейса - анализ руки на пульсе	M4QR2U07802 || M4QR2U11527	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_559fe1279df06a1b0aa7 / промпты для маркетплейса анализ руки на пульсе	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=48; words=8	M4Q-R2-B001
M4QR2Q00307	Процент возвратов на Wildberries: как считать, анализировать и снижать	процент возвратов на wildberries: как считать, анализировать и снижать	M4QR2U09101 || M4QR2U12547	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_8147c95cf03f384d96d4 / процент возвратов на wildberries как считать анализировать и снижать	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=70; words=9	M4Q-R2-B001
M4QR2Q00308	Расхождения при приёмке Wildberries: как проверить, оспорить и вернуть товар или деньги	расхождения при приёмке wildberries: как проверить, оспорить и вернуть товар или деньги	M4QR2U09220 || M4QR2U13650	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_b03a56fcd1077828ad2b / расхождения при приёмке wildberries как проверить оспорить и вернуть товар или деньги	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=87; words=12	M4Q-R2-B001
M4QR2Q00309	Расчет и сверка данных в оцифровке для Ozon	расчет и сверка данных в оцифровке для ozon	M4QR2U04667 || M4QR2U14459	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_d2d3e939fe332a99fd60 / расчет и сверка данных в оцифровке для ozon	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=43; words=8	M4Q-R2-B001
M4QR2Q00310	Расчет и сверка данных в оцифровке для Wildberries	расчет и сверка данных в оцифровке для wildberries	M4QR2U04668 || M4QR2U10549	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_2b5520bca10bae3ccf0b / расчет и сверка данных в оцифровке для wildberries	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=50; words=8	M4Q-R2-B001
M4QR2Q00311	расчет прибыли на маркетплейсе	расчет прибыли на маркетплейсе	M4QR2U00996	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=27	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=30; words=4	M4Q-R2-B001
M4QR2Q00312	расчет юнит экономики для маркетплейс	расчет юнит экономики для маркетплейс	M4QR2U00969	M2R	GENERIC_MARKETPLACE	F3	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=26	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=37; words=5	M4Q-R2-B001
M4QR2Q00313	Рейтинг заполнения карточки Wildberries: как повысить	рейтинг заполнения карточки wildberries: как повысить	M4QR2U06675 || M4QR2U11615	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_58ffa60eaa8aabad7fcd / рейтинг заполнения карточки wildberries как повысить	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=53; words=6	M4Q-R2-B001
M4QR2Q00314	Рейтинг и отзывы на Wildberries: как найти причину снижения и восстановить показатель	рейтинг и отзывы на wildberries: как найти причину снижения и восстановить показатель	M4QR2U09127 || M4QR2U10929	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_3b8e4c61274551983f58 / рейтинг и отзывы на wildberries как найти причину снижения и восстановить показатель	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=85; words=12	M4Q-R2-B001
M4QR2Q00315	реклама маркетплейса аналитика	реклама маркетплейса аналитика	M4QR2U00716 || M4QR2U01041	M2R	GENERIC_MARKETPLACE	F6	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=33	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=30; words=3	M4Q-R2-B001
M4QR2Q00316	Реклама на Wildberries после изменений: как перестроить кампании и сохранить прибыль	реклама на wildberries после изменений: как перестроить кампании и сохранить прибыль	M4QR2U09120 || M4QR2U14811	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_e17fbe51030e91ca609c / реклама на wildberries после изменений как перестроить кампании и сохранить прибыль	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=84; words=11	M4Q-R2-B001
M4QR2Q00317	Рекламные кампании на маркетплейсах: как анализировать, чтобы продавать больше	рекламные кампании на маркетплейсах: как анализировать, чтобы продавать больше	M4QR2U09565 || M4QR2U12717	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_88771bd30c650a95a10e / рекламные кампании на маркетплейсах как анализировать чтобы продавать больше	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=78; words=9	M4Q-R2-B001
M4QR2Q00318	Рентабельность продаж: как анализировать и повышать эффективность бизнеса на маркетплейсе	рентабельность продаж: как анализировать и повышать эффективность бизнеса на маркетплейсе	M4QR2U04635 || M4QR2U09646	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_03490c5e1d9acea8e5a9 / рентабельность продаж как анализировать и повышать эффективность бизнеса на маркетплейсе	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=89; words=10	M4Q-R2-B001
M4QR2Q00319	Риски фото и видео на Wildberries: как проверить контент до публикации	риски фото и видео на wildberries: как проверить контент до публикации	M4QR2U09017 || M4QR2U13955	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_bcf939719dac24f12212 / риски фото и видео на wildberries как проверить контент до публикации	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=70; words=11	M4Q-R2-B001
M4QR2Q00320	самые продаваемые товары на маркетплейсах 2026 аналитика	самые продаваемые товары на маркетплейсах 2026 аналитика	M4QR2U00756	M2R	GENERIC_MARKETPLACE	F7	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=15	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=56; words=7	M4Q-R2-B001
M4QR2Q00321	самые продаваемые товары на маркетплейсах аналитика	самые продаваемые товары на маркетплейсах аналитика	M4QR2U00750	M2R	GENERIC_MARKETPLACE	F7	M2R_OBSERVED_WORDSTAT:DIRECT_RESULT=18	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=51; words=6	M4Q-R2-B001
M4QR2Q00322	Сверка отчетов с Ozon	сверка отчетов с ozon	M4QR2U07649 || M4QR2U14831	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_e25c46ee6786d7ab1cba / сверка отчетов с ozon	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=21; words=4	M4Q-R2-B001
M4QR2Q00323	Сверка отчетов с Wildberries	сверка отчетов с wildberries	M4QR2U07650 || M4QR2U14804	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_e15cdec531bc3bb7946d / сверка отчетов с wildberries	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=28; words=4	M4Q-R2-B001
M4QR2Q00324	Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы	сверка отчётов и выплат wildberries: статусы, источники и контрольные суммы	M4QR2U09184	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_c13cd9b0c6dbd948b116 / сверка отчётов и выплат wildberries статусы источники и контрольные суммы	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=75; words=10	M4Q-R2-B001
M4QR2Q00325	Сводный отчёт по продавцу	сводный отчёт по продавцу	M4QR2U09489	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_6ec97ce294da849d9096 / сводный отчёт по продавцу	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=25; words=4	M4Q-R2-B001
M4QR2Q00326	Сезонное комбо отчетов WB - SellerDen	сезонное комбо отчетов wb - sellerden	M4QR2U02958	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_4294202257028af5e983 / reporting_finance	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=37; words=6	M4Q-R2-B001
M4QR2Q00327	Секрет успеха на маркетплейсе юнит-экономика для Вайлдберриз	секрет успеха на маркетплейсе юнит-экономика для вайлдберриз	M4QR2U08733 || M4QR2U09702	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_05beeb55d7e8490322a7 / секрет успеха на маркетплейсе юнит экономика для вайлдберриз	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=60; words=7	M4Q-R2-B001
M4QR2Q00328	Селлеры обсуждают 180 ₽ за заказы Wildberries в Грузию: как проверить тариф	селлеры обсуждают 180 ₽ за заказы wildberries в грузию: как проверить тариф	M4QR2U06301 || M4QR2U11038	M4C_CANDIDATE || M4C_M6_GROUP	OZON_WB_OR_MARKETPLACE	CG_3fef00ef590e293baf78 / селлеры обсуждают 180 за заказы wildberries в грузию как проверить тариф	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=75; words=12	M4Q-R2-B001
M4QR2Q00329	Сервисы аналитики WILDBERRIES. Как они помогают добиться успеха	сервисы аналитики wildberries. как они помогают добиться успеха	M4QR2U08746	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_d3374f924237cbea5019 / сервисы аналитики wildberries как они помогают добиться успеха	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=63; words=8	M4Q-R2-B001
M4QR2Q00330	Сервисы аналитики Wildberries: как выбрать, проверить и окупить	сервисы аналитики wildberries: как выбрать, проверить и окупить	M4QR2U09144	M4C_CANDIDATE	OZON_WB_OR_MARKETPLACE	CG_939de56190650ae0e9e6 / сервисы аналитики wildberries как выбрать проверить и окупить	NO_M2R_EXACT_PHRASE_DEMAND_EVIDENCE; M4C_TOPIC_IS_NOT_DEMAND	NO_EXACT_M3_CONTROL	Does any of 60 authorized competitors rank for this exact observed query in current Yandex top-100; at which rank and ranking URL?	M4Q_KNOWN_QUERY_60_COMPETITOR_VISIBILITY_AND_M4C_M6_ROUTE_RECONCILIATION	SEARCH_TYPE_RU	225	0	100	GROUP_MODE_FLAT	1	FAMILY_MODE_MODERATE	FIX_TYPO_MODE_OFF	RELEVANCE_DESCENDING	PASS; chars=63; words=8	M4Q-R2-B001
